COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Czech Republic,"Gross national savings, Percent of GDP",Annual,27.465,27.203,25.439,23.88,26.119,27.195,27.626,27.515,29.136,24.137,23.216,24.535,24.132,23.854,25.529,27.415,26.834,26.631,26.035,26.504,26.489,26.072,26.348,28.108,28.048,26.268,25.645
"Estonia, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-6.952,6.335,2.819,10.173,17.291,19.923,9.529,12.614,0.899,-20.309,24.217,24.173,4.826,2.8,2.64,-1.506,4.826,4.832,2.896,5.035,-4.117,23.586,5.465,-9.141,-1.501,3.083,1.741
Slovak Republic,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,8.982,10.452,7.382,20.086,20.537,12.839,23.456,13.902,3.092,-16.466,17.871,10.274,9.337,5.257,3.605,6.434,4.986,4.029,5.012,1.354,-6.451,10.606,2.924,-0.227,-0.175,3.523,2.346
"Estonia, Republic of","Structural balance, General government, Percent",Annual,0.219,0.423,-0.133,0.678,0.799,-1.605,-1.223,-2.052,-4.705,-0.441,0.113,0.182,1.252,0.964,1.559,1.16,0.12,-1.364,-2.1,-1.625,-5.788,-5.694,-2.439,-3.063,-1.166,-1.021,-3.725
Slovak Republic,"Gross debt, General government, Percent of GDP",Annual,50.598,51.351,45.648,43.639,41.997,34.985,31.532,30.373,28.633,36.407,40.654,43.27,51.688,54.611,53.392,51.599,52.136,51.382,49.27,48.01,58.408,60.183,57.702,55.636,57.233,59.575,63.247
"Uzbekistan, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,25.006,27.251,27.291,12.494,7.325,10.703,13.109,11.154,13.128,12.298,12.304,12.447,11.9,11.7,9.079,8.464,8.824,13.876,17.524,14.526,12.868,10.849,11.447,9.957,9.626,9.129,7.273
"Uzbekistan, Republic of","Gross national savings, Percent of GDP",Annual,18.814,18.101,19.196,21.66,25.258,28.727,50.962,49.184,52.904,34.091,31.233,33.701,32.688,29.454,30.271,25.735,24.343,26.34,30.322,29.383,28.616,27.674,29.72,26.724,28.306,32.343,30.926
Czech Republic,"Current account balance (credit less debit), Percent of GDP",Annual,-4.37,-4.803,-5.043,-5.669,-3.705,-2.09,-2.454,-4.592,-1.864,-2.261,-3.515,-2.071,-1.537,-0.522,0.18,0.446,1.759,1.541,0.392,0.332,1.759,-2.056,-4.685,-0.111,1.744,0.57,0.392
Ukraine,"Current account balance (credit less debit), Percent of GDP",Annual,4.581,3.703,7.494,5.771,10.671,2.943,-1.5,-3.68,-7.039,-1.479,-2.219,-6.283,-8.144,-9.011,-3.833,1.721,-1.493,-2.183,-3.273,-2.734,3.303,-1.943,4.921,-5.277,-7.21,-16.507,-12.611
Ukraine,"Gross national savings, Percent of GDP",Annual,23.645,28.213,30.132,30.437,34.428,28.331,26.221,27.788,24.039,17.647,18.654,16.154,13.572,9.478,9.564,17.655,20.231,17.782,15.316,12.156,12.236,12.525,17.035,12.793,11.433,4.376,9.994
Ukraine,"Structural balance, General government, Percent",Annual,,,,-1.229,-6.585,-2.137,-2.063,-4.02,-3.798,-2.253,-2.713,-3.116,-4.408,-4.828,-2.961,-0.796,-1.735,-1.842,-2.476,-1.678,-5.1,-3.279,-14.973,,,,
"Uzbekistan, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,3.178,1.269,2.284,5.057,5.714,6.39,8.103,6.464,8.877,4.196,4.579,4.622,1.791,1.798,2.568,1.046,0.249,2.12,-6.122,-5.01,-4.557,-6.332,-3.159,-7.599,-4.991,-2.418,-4.605
"Uzbekistan, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-23.021,32.384,-17.006,0.458,13.381,-0.873,9.826,38.457,24.285,15.869,-5.525,12.626,10.576,3.445,-0.805,11.858,-1.461,3.556,39.367,15.244,-13.818,0.635,13.546,28.499,1.039,14.798,11.414
"Uzbekistan, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,3.8,4.2,4,4.2,7.4,7,7.5,9.5,9,8.1,7.094,7.525,7.102,7.297,6.874,7.219,5.932,4.395,5.559,6.78,1.563,8.035,6.001,6.309,6.547,6.799,6.021
Czech Republic,"Gross debt, General government, Percent of GDP",Annual,16.895,22.597,25.703,28.062,28.289,27.678,27.565,27.346,28.155,33.43,36.7,39.402,43.835,44.141,41.546,39.469,36.232,33.782,31.678,29.552,36.883,40.692,42.52,42.222,43.34,43.999,45.665
"Uzbekistan, Republic of","Gross debt, General government, Percent of GDP",Annual,29.479,44.838,41.633,31.412,26.877,21.012,13.539,9.555,8.333,7.301,6.61,6.331,6.757,6.228,6.087,6.721,8.19,17.264,17.455,25.375,33.673,31.725,30.529,32.181,32.655,31.062,31.045
"Uzbekistan, Republic of",Unemployment rate,Annual,,,5.2,4.9,3.6,3,5.2,4.99,4.893,5.041,5.357,4.963,4.874,4.86,5.087,5.153,5.163,5.83,9.347,8.976,10.531,9.625,8.861,6.808,5.54,5.04,4.54
Ukraine,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,16.525,6.999,6.892,14.157,18.198,-8.52,2.651,3.173,2.282,-24.226,9.293,6.162,1.441,-14.653,-10.592,-12.999,-3.848,10.4,4.406,6.813,12.87,39.015,-37.462,-8.484,16.821,2.99,14.874
Turkmenistan,"Gross domestic product (GDP), Constant prices, Percent change",Annual,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,17.149,21.511,16.875,10.163,5.229,0.838,3.674,4.353,4.834,5.094,-1.618,9.828,3.309,4.23,3.013,2.32,2.332
Czech Republic,Unemployment rate,Annual,8.757,8.113,7.27,7.77,8.344,7.932,7.128,5.306,4.377,6.703,7.284,6.708,6.975,6.949,6.111,5.021,3.946,2.89,2.178,1.959,2.511,2.738,2.165,2.578,2.598,2.5,2.4
Ukraine,Unemployment rate,Annual,11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9,8.5,9.15,9.835,24.528,19.072,13.1,11.573,10.188
Ukraine,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,3.532,12.558,5.892,30.296,13.575,12.799,12.308,20.301,13.492,-41.623,15.014,21.517,1.613,-8.575,-24.991,-27.799,8.546,15.278,7.245,6.997,-4.149,15.054,-29.703,18.488,5.971,19.298,4.696
Czech Republic,"Structural balance, General government, Percent",Annual,-2.661,-4.746,-4.445,-5.141,-1.545,-3.116,-3.265,-2.15,-3.016,-4.484,-3.556,-1.869,-0.566,0.841,0.353,0.582,1.968,1.792,0.804,-0.754,-3.92,-4.404,-3.181,-2.592,-1.323,-1.939,-2.478
Ukraine,"All Items, Consumer price index (CPI), Period average, percent change",Annual,28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,2.74,9.361,20.183,12.851,6.504,12.64,7.625
"Serbia, Republic of",Unemployment rate,Annual,12.1,12.2,14.47,16,19.53,21.83,21.56,18.8,14.4,16.9,20,23.6,24.6,23,20.56,18.931,16.387,14.499,13.679,11.267,9.712,11.107,9.513,9.428,8.575,8.615,8.59
"Serbia, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-1.708,1.853,-3.534,-6.463,-12.208,-7.825,-8.857,-15.421,-19.124,-5.665,-5.771,-7.792,-10.366,-5.506,-5.36,-3.316,-2.816,-5.026,-4.644,-6.571,-3.934,-4.106,-6.519,-2.345,-4.738,-5.301,-5.349
Slovak Republic,"Gross capital formation, Percent of GDP",Annual,27.868,31.448,30.862,26.53,27.543,30.543,29.361,28.997,29.294,21.391,25.332,26.512,21.473,22.102,22.812,25.754,24.546,23.634,24.184,24.045,20.198,22.719,23.174,19.882,20.051,19.058,19.24
"Latvia, Republic of","Gross national savings, Percent of GDP",Annual,20.141,20.634,21.933,22.864,21.592,24.096,19.899,21.857,24.099,31.084,22.664,23.254,24.768,22.406,23.2,24.044,23.536,24.184,23.48,23.166,25.194,21.656,18.744,20.735,19.584,19.23,19.114
Czech Republic,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,14.778,9.432,0.91,8.82,29.678,18.151,14.285,11.029,4.212,-9.827,14.658,9.163,4.281,0.259,8.726,5.912,4.137,7.103,3.502,1.312,-8.516,8.153,5.149,2.348,1.525,3.679,2.666
Slovak Republic,Unemployment rate,Annual,18.9,19.458,18.825,17.7,18.358,16.358,13.442,11.217,9.592,12.1,14.408,13.592,13.908,14.142,13.1,11.475,9.658,8.075,6.525,5.725,6.65,6.817,6.183,5.825,5.367,5.501,5.635
"Estonia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,10.088,5.881,6.933,7.596,6.801,9.523,9.763,7.571,-5.125,-14.63,2.45,7.607,3.672,1.757,3.323,1.838,3.093,5.635,3.7,3.727,-2.884,8.255,-1.226,-2.744,-0.09,0.475,1.459
Slovak Republic,"Current account balance (credit less debit), Percent of GDP",Annual,-3.085,-7.993,-7.615,-4.925,-5.872,-7.317,-7.027,-4.798,-6.361,-3.445,-4.632,-4.882,0.928,2.935,1.739,-2.063,-1.454,-1.735,-1.633,-3.527,-0.466,-4.832,-9.622,-1.672,-2.755,-2.887,-2.543
"Latvia, Republic of","Structural balance, General government, Percent",Annual,,,-4.156,-4.192,-3.714,-4.065,-6.202,-7.283,-8.819,-8.529,-8.301,-3.294,-0.409,-1.497,-1.232,-1.786,-0.764,-1.606,-3.241,-1.375,-2.858,-7.999,-5.524,-3.369,-1.726,-2.573,-2.763
Czech Republic,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.011,2.917,1.513,3.301,4.736,6.375,6.623,5.489,2.612,-4.798,2.715,1.772,-0.771,-0.042,2.245,4.959,2.581,5.174,2.83,3.566,-5.305,4.029,2.847,0.048,1.233,2.298,2.012
"Latvia, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-4.822,-7.666,-6.687,-8.138,-12.777,-12.288,-21.921,-21.809,-12.877,7.872,1.733,-3.52,-3.871,-2.892,-1.466,-0.105,1.78,1.472,-0.394,-0.172,3.039,-4.067,-5.468,-3.838,-1.567,-2.115,-2.305
Slovak Republic,"Gross domestic product (GDP), Constant prices, Percent change",Annual,0.789,2.925,4.417,4.857,5.39,6.485,8.926,10.819,5.363,-5.505,6.791,2.563,1.569,0.703,2.708,5.177,1.948,2.875,4.062,2.276,-2.586,5.7,0.437,2.168,2.062,0.91,1.656
"Latvia, Republic of","Gross debt, General government, Percent of GDP",Annual,15.094,17.825,15.383,15.424,15.322,12.507,10.657,8.997,19.319,37.641,48.182,46.808,44.371,41.774,43.079,38.279,41.734,40.33,38.304,37.911,44.037,45.874,44.429,44.647,46.756,47.134,47.443
"Latvia, Republic of",Unemployment rate,Annual,14.342,13.475,12.492,11.65,11.742,10.042,7.033,6.075,7.75,17.55,19.475,16.208,15.048,11.868,10.847,9.875,9.642,8.715,7.415,6.311,8.099,7.557,6.851,6.506,6.929,6.701,6.607
Slovak Republic,"Structural balance, General government, Percent",Annual,-6.104,-5.964,-4.727,0.986,-0.647,-1.246,-3.577,-5.342,-5.351,-7.451,-8.045,-5.235,-4.384,-1.92,-2.524,-2.761,-2.228,-0.751,-1.357,-1.431,-2.33,-2.478,-0.526,-3.544,-4.727,-4.127,-4.336
Slovak Republic,"Gross national savings, Percent of GDP",Annual,24.782,23.455,23.247,21.605,21.671,23.226,22.334,24.199,22.933,17.946,20.7,21.63,22.4,25.037,24.551,23.691,23.092,21.899,22.552,20.518,19.733,17.887,13.553,18.21,17.296,16.171,16.696
"Estonia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,3.932,5.626,3.588,1.387,3.038,4.117,4.444,6.745,10.606,0.199,2.741,5.08,4.219,3.247,0.476,0.068,0.8,3.651,3.412,2.268,-0.634,4.487,19.447,9.116,3.733,5.074,4.293
Czech Republic,"All Items, Consumer price index (CPI), Period average, percent change",Annual,3.775,4.663,1.903,0.119,2.76,1.857,2.534,2.853,6.359,1.019,1.473,1.917,3.288,1.438,0.344,0.309,0.684,2.451,2.149,2.848,3.161,3.84,15.1,10.661,2.435,2.495,2.297
"Estonia, Republic of","Gross national savings, Percent of GDP",Annual,23.065,22.496,21.867,22.323,22.728,24.673,24.901,25.147,22.976,23.559,23.372,26.779,27.201,26.73,27.311,26.116,25.68,27.623,28.404,28.368,27.127,27.288,24.618,23.995,23.308,24.174,23.529
Czech Republic,"Gross capital formation, Percent of GDP",Annual,31.835,32.006,30.482,29.55,29.824,29.286,30.08,32.107,30.999,26.398,26.731,26.605,25.669,24.377,25.349,26.969,25.075,25.09,25.643,26.172,24.73,28.129,31.033,28.219,26.304,25.698,25.253
Slovak Republic,"All Items, Consumer price index (CPI), Period average, percent change",Annual,12.161,7.144,3.489,8.417,7.451,2.779,4.266,1.9,3.95,0.937,0.698,4.073,3.732,1.458,-0.094,-0.331,-0.472,1.393,2.531,2.771,2.013,2.825,12.127,10.963,3.154,4.214,3.321
Czech Republic,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,14.355,11.352,4.986,9.467,25.583,12.483,11.483,12.877,3.178,-11.076,14.812,6.715,2.638,0.063,10.019,6.563,2.568,6.031,5.512,1.291,-8.446,13.684,5.948,-1.201,0.538,4.844,2.784
"Estonia, Republic of","Gross capital formation, Percent of GDP",Annual,28.475,29.601,32.931,35.189,34.648,33.35,39.826,40.006,31.633,21.009,21.588,25.468,29.08,26.87,26.727,24.641,24.702,25.938,27.851,26.357,29.654,30.947,27.728,25.242,24.554,25.098,25.731
Slovak Republic,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,7.382,17.99,5.446,8.56,21.711,15.741,19.94,8.902,4.255,-18.901,17.366,7.432,2.378,4.857,4.514,8.673,4.782,4.333,4.371,2.353,-8.028,11.554,4.396,-7.019,1.539,4.021,2.167
Bosnia and Herzegovina,"Structural balance, General government, Percent",Annual,-7.023,-6.225,-1.352,0.577,0.452,1.585,2.254,-0.842,-6.337,-6.12,-4.204,-2.439,-1.267,0.09,-1.024,0.569,0.67,1.758,1.038,0.669,-2.472,-0.268,-0.511,-1.958,-2.202,-2.548,-2.692
"Croatia, Republic of","Gross national savings, Percent of GDP",Annual,17.915,18.32,17.374,18.289,20.062,18.779,20.161,20.211,18.578,17.878,18.21,17.275,16.256,17.675,18.354,22.029,21.99,24.19,23.594,24.418,22.219,22.344,22.601,23.704,21.849,22.106,21.566
Mongolia,"Gross debt, General government, Percent of GDP",Annual,,,,,,,40.937,36.113,30.992,48.536,30.975,32.653,43.692,49.423,43.963,50.547,78.678,86.898,76.539,66.837,83.392,67.358,64.568,46.705,44.057,46.569,49.733
"Lithuania, Republic of","Gross debt, General government, Percent of GDP",Annual,23.485,22.882,22.127,20.368,18.615,17.643,17.298,15.889,14.589,27.903,36.705,37.463,39.902,38.852,40.713,42.57,39.973,39.336,33.341,35.586,45.889,43.297,38.063,37.34,38.224,41.785,45.886
"Lithuania, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,1.094,1.549,0.336,-1.077,1.154,2.672,3.757,5.818,11.092,4.161,1.191,4.124,3.164,1.164,0.242,-0.677,0.678,3.718,2.531,2.242,1.062,4.625,18.858,8.685,0.852,3.576,3.059
"Croatia, Republic of",Unemployment rate,Annual,20.592,21.508,21.783,19.067,17.783,17.583,16.525,14.733,13.033,14.517,17.167,17.367,18.6,19.808,19.275,17.067,14.958,12.433,9.858,7.758,9,8.092,6.783,6.217,5.333,5,5
"Croatia, Republic of","Gross capital formation, Percent of GDP",Annual,19.323,20.497,23.761,27.23,26.023,26.081,28.09,28.151,29.545,24.369,20.365,18.998,18.019,18.724,18.06,19.479,19.895,20.826,22.477,21.962,23.547,21.799,26.069,23.293,23.086,23.729,23.598
Montenegro,"All Items, Consumer price index (CPI), Period average, percent change",Annual,29.864,23.729,19.701,7.502,3.099,3.446,2.116,3.365,9,3.551,0.383,3.452,4.146,2.204,-0.71,1.549,-0.272,2.381,2.609,0.363,-0.258,2.415,13.039,8.585,3.335,4.063,2.287
"Latvia, Republic of","Gross capital formation, Percent of GDP",Annual,24.963,28.3,28.62,31.001,34.369,36.384,41.82,43.666,36.976,23.211,20.931,26.775,28.64,25.298,24.666,24.15,21.756,22.712,23.874,23.338,22.155,25.723,24.212,24.573,21.151,21.345,21.419
"Latvia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,2.633,2.526,1.963,2.94,6.187,6.89,6.571,10.081,15.253,3.259,-1.224,4.222,2.285,0.011,0.69,0.213,0.099,2.894,2.554,2.747,0.081,3.239,17.245,9.058,1.349,3.761,2.595
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,6.055,6.779,6.541,4.56,6.687,5.903,3.901,7.832,5.161,-3.143,1.611,0.054,-0.444,0.452,-1.804,1.296,2.975,2.363,4.649,4.75,-0.95,7.949,2.631,3.847,3.878,2.376,3.637
Montenegro,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,,,-16.045,29.795,7.267,47.418,34.158,15.499,-29.772,-3.998,3.254,-0.14,-1.132,1.074,9.554,12.715,8.3,9.691,2.418,-19.535,10.582,24.116,6.681,4.532,7.722,3.307
"Latvia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,5.841,6.461,7.665,8.429,8.725,11.615,12.825,10.415,-3.389,-16.04,-3.661,3.036,7.305,2.096,2.095,3.783,2.552,3.399,4.31,0.675,-3.469,6.943,1.807,2.854,-0.442,1.028,2.164
"Serbia, Republic of","Structural balance, General government, Percent",Annual,,,,,,0.903,-0.792,-1.982,-6.514,-3.657,-4.285,-4.456,-5.592,-4.719,-4.632,-2.86,-0.991,1.056,0.651,-0.677,-5.699,-4.128,-0.854,-1.833,-2.385,-3.349,-2.835
"Latvia, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,2.675,15.566,2.7,11.786,20.632,16.974,21.765,17.422,-11.224,-30.893,12.738,22.576,5.219,-0.127,2.999,1.013,4.19,8.564,6.329,2.027,-1.123,15.14,9.913,-1.984,-2.344,3.4,3.1
"Serbia, Republic of","Gross debt, General government, Percent of GDP",Annual,200.635,95.891,68.42,64.446,57.583,50.133,37.041,30.011,29.414,32.63,38.198,42.01,51.727,54.102,63.474,67.078,64.978,55.257,51.137,49.454,54.325,53.637,50.907,45.667,44.479,43.902,44.178
"Serbia, Republic of","Gross national savings, Percent of GDP",Annual,7.356,16.594,13.844,11.925,12.652,13.969,12.872,9.478,6.79,12.889,11.553,10.358,8.444,11.617,11.118,15.199,15.351,14.692,17.856,18.355,20.163,20.839,19.871,22.271,19.316,19.555,19.653
Hungary,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.409,4.062,4.73,3.939,4.963,4.3,3.934,0.332,0.993,-6.74,1.068,1.917,-1.339,2.032,4.334,3.66,2.439,4.124,5.606,5.077,-4.339,7.223,4.27,-0.843,0.512,0.595,2.1
"Latvia, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,14.419,8.675,4.927,4.112,13.89,23.677,7.452,13.921,2.407,-12.954,13.616,12.461,9.485,0.659,6.561,3.055,3.893,6.455,4.363,-0.57,-0.298,9.093,11.42,-4.698,-1.593,2,2.3
"Serbia, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,-1.519,12.869,29.196,9.72,11.708,7.347,17.289,4.882,-5.583,12.054,3.569,-0.073,17.901,4.222,10.832,11.317,9.767,7.876,10.09,-5.008,13.881,12.379,9.198,8.016,4.892,5.602
"Serbia, Republic of","Gross capital formation, Percent of GDP",Annual,9.064,14.741,17.378,18.388,24.86,21.794,21.729,24.899,25.913,18.555,17.324,18.15,18.81,17.124,16.478,18.514,18.167,19.718,22.499,24.927,24.097,24.945,26.39,24.616,24.053,24.856,25.002
Montenegro,"Current account balance (credit less debit), Percent of GDP",Annual,,-13.649,-11.523,-6.875,-7.187,-16.651,-31.703,-40.101,-49.523,-27.844,-20.34,-14.899,-15.339,-11.503,-12.449,-11.111,-16.308,-16.261,-17.231,-14.429,-26.308,-9.261,-12.887,-11.194,-17.091,-18.13,-17.477
Montenegro,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,,,,-20.614,40.715,8.672,19.932,31.15,1.22,-17.533,6.291,7.23,-3.862,3.778,-1.174,9.712,3.97,7.29,11.335,7.69,-48.311,82.252,31.541,8.329,-6.276,-1.289,3.068
Hungary,"Gross capital formation, Percent of GDP",Annual,28.093,26.247,25.637,24.6,27.393,26.059,26.244,24.8,25.027,20.88,21.075,20.917,20.181,21.783,24.316,23.724,21.889,23.095,26.952,28.547,27.543,30.782,34.376,25.763,23.493,21.703,20.922
Montenegro,"Gross debt, General government, Percent of GDP",Annual,,,85.701,48.647,45.442,38.628,36.748,31.782,34.221,43.865,45.073,48.974,57.089,59.233,63.556,69.512,66.687,66.932,72.857,79.635,108.404,86.181,70.311,59.568,60.756,60.793,61.564
Hungary,"Gross debt, General government, Percent of GDP",Annual,55.638,52.205,55.557,58.174,58.907,60.579,64.489,65.58,71.801,78.188,80.174,80.468,78.364,77.22,76.491,75.724,74.646,72.002,68.816,64.988,78.687,76.215,73.861,72.966,73.453,74.761,75.457
Hungary,"Current account balance (credit less debit), Percent of GDP",Annual,-8.493,-5.819,-6.341,-7.995,-8.537,-7.195,-7.46,-7.375,-7.482,-1.318,-0.263,0.321,1.136,3.084,0.881,2.165,4.372,1.785,0.243,-0.64,-0.945,-4.105,-8.491,0.315,2.213,1.241,0.933
"Serbia, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,,34.479,31.29,14.34,22.163,-10.882,10.247,26.478,5.85,-18.891,2.482,6.821,0.99,2.671,3.234,7.877,10.532,10.587,10.175,11.372,-3.311,14.142,10.592,1.652,10.42,7.741,6.877
Montenegro,"Gross domestic product (GDP), Constant prices, Percent change",Annual,,1.1,1.9,2.5,4.4,4.2,8.6,7.1,6.9,-6,2.8,3.4,-2.487,3.386,2.37,2.523,3.439,3.217,4.733,4.394,-14.993,13.046,7.74,6.478,3.164,3.2,3.2
Hungary,Unemployment rate,Annual,6.433,5.74,5.843,5.901,6.122,6.8,7.075,7,7.425,9.675,10.775,10.675,10.675,9.825,7.525,6.625,4.975,4.05,3.575,3.3,4.125,4.05,3.6,4.075,4.475,4.3,4.2
"Serbia, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,70,80.744,8.868,2.901,10.602,16.253,10.732,6.002,12.411,8.117,6.143,11.137,7.33,7.694,2.082,1.392,1.122,3.131,1.96,1.849,1.576,4.085,11.982,12.372,4.671,4.551,4.001
Hungary,"Structural balance, General government, Percent",Annual,-2.916,-3.849,-8.923,-7.178,-6.942,-8.477,-10.639,-5.889,-4.841,-2.945,-3.228,-4.741,-0.968,-1.523,-2.637,-2.251,-1.794,-2.712,-2.988,-3.643,-6.495,-7.654,-7.318,-6.779,-4.437,-4.089,-4.147
Montenegro,"Gross national savings, Percent of GDP",Annual,,8.671,0.802,4.933,3.59,3.717,-7.223,-4.745,-8.541,-1.009,1.025,4.205,4.735,7.343,7.046,8.624,8.652,12.386,14.12,16.483,3.779,16.208,14.696,14.253,8.789,7.599,7.884
Hungary,"Gross national savings, Percent of GDP",Annual,21.068,20.637,18.354,16.365,18.088,18.969,19.097,17.651,17.718,19.754,21.006,21.454,21.468,24.988,25.281,26.022,26.403,25.058,27.334,28.059,26.715,26.829,26.044,26.213,25.834,22.944,21.854
Montenegro,"Gross capital formation, Percent of GDP",Annual,23.709,24.543,19.765,16.349,17.53,18.633,23.655,34.499,40.836,26.671,21.802,19.104,20.074,18.847,19.495,19.736,24.96,28.647,31.351,30.912,30.088,25.469,27.583,25.448,25.88,25.729,25.361
"Croatia, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-3.873,11.93,18.139,11.641,5.29,5.226,8.236,6.068,3.839,-20.373,-3.006,2.528,-2.36,3.283,3.434,9.272,6.504,8.497,7.42,6.678,-12.316,17.267,26.5,-5.3,5.349,4.752,3.519
"North Macedonia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.63,3.856,2.848,1.081,2.881,3.91,-4.688,4.511,2.759,2.073,2.756,3.4,3.2
Bosnia and Herzegovina,"Gross national savings, Percent of GDP",Annual,20.285,13.081,10.313,9.156,11.074,10.094,15.564,18.282,15.979,15.533,12.779,11.724,12.319,14.471,13.97,15.643,17.033,18.849,20.481,21.735,19.733,23.676,23.053,23.483,24.914,24.867,24.696
"North Macedonia, Republic of","Gross debt, General government, Percent of GDP",Annual,45.561,45.214,40.464,36.461,34.58,36.669,30.586,23.532,20.642,23.729,24.273,27.728,33.662,34.04,38.036,37.998,39.721,39.383,40.425,40.448,50.846,52.75,50.449,50.827,54.834,52.86,53.901
Bosnia and Herzegovina,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.442,7.539,5.027,3.867,6.325,3.897,5.414,5.859,5.442,-3.004,0.866,0.96,-0.822,2.35,1.154,4.284,3.242,3.244,3.829,2.886,-3.015,7.392,4.227,1.994,2.972,2.4,2.7
Bosnia and Herzegovina,"Gross capital formation, Percent of GDP",Annual,27.392,25.887,28.01,28.347,27.193,26.513,23.315,27.518,29.755,21.937,18.766,21.192,20.94,19.795,21.31,20.676,21.73,23.618,23.708,24.332,22.567,25.444,27.438,25.801,28.891,28.721,28.592
"Lithuania, Republic of","Gross capital formation, Percent of GDP",Annual,17.792,19.086,20.913,21.821,22.51,24.386,26.813,32.3,28.255,12.987,17.936,22.241,20.502,20.184,20.243,22.275,20.966,20.515,22.334,19.516,16.664,21.913,28.142,22.009,20.362,21.458,21.824
"Lithuania, Republic of",Unemployment rate,Annual,16.375,17.362,13.737,12.441,10.884,8.324,5.778,4.248,5.827,13.787,17.814,15.39,13.366,11.77,10.699,9.119,7.861,7.073,6.146,6.254,8.488,7.113,5.95,6.875,7.133,6.6,6.1
"Lithuania, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,9.557,21.209,18.611,8.426,4.093,17.028,12.798,3.194,11.539,-13.621,16.358,14.56,10.822,7.314,-1.842,2.439,4.877,13.575,6.857,10.039,-0.01,16.643,12.393,-3.395,2.063,2.323,1.694
"Croatia, Republic of","Gross domestic product (GDP), Constant prices, Percent change",Annual,3.749,3.108,5.804,5.568,4.172,4.326,5.084,5.048,1.968,-6.814,-1.332,-0.1,-2.252,-0.126,-0.555,2.322,3.461,3.281,2.903,3.1,-8.312,12.634,7.286,3.318,3.929,3.1,2.737
"Croatia, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-1.408,-2.177,-6.387,-8.94,-5.961,-7.303,-7.929,-7.94,-10.968,-6.491,-2.156,-1.723,-1.763,-1.049,0.294,2.55,2.094,3.364,1.117,2.456,-1.328,0.545,-3.468,0.411,-1.237,-1.623,-2.032
"Croatia, Republic of","Structural balance, General government, Percent",Annual,-10.384,-4.77,-5.448,-6.768,-8.31,-4.746,-7.765,-6.749,-5.197,-7.359,1.103,10.655,-4.899,-5.089,-1.939,0.3,-0.817,0.86,8.324,4.221,-5.482,-3.292,-1.165,-1.842,-3.09,-3.788,-3.408
"Croatia, Republic of","Gross debt, General government, Percent of GDP",Annual,35.434,36.589,36.453,37.845,39.957,40.901,38.372,37.078,38.915,47.914,56.801,63.132,68.853,79.48,83.224,82.768,79.256,76.171,72.847,70.884,86.469,78.201,68.544,61.827,57.562,56.995,57.414
